City,yr2013,yr2014,Difference,PctChg,GEO.display-label,Population,PopHuman,GEO.id,GEO.id2,2014pclga,2014pcincrease,m2013,m2014,mdifference,mpctchg,mpclga,mpcincrease
UNDERWOOD,"$70,902.00","$75,203.00","$4,301.00",6.07%,Underwood ,341,341,1600000US2766172,2766172,$220.54,$12.61,70902,75203,4301,.0607,220.54,12.61
UPSALA,"$64,069.00","$77,515.00","$13,446.00",20.99%,Upsala ,427,427,1600000US2766334,2766334,$181.53,$31.49,64069,77515,13446,.2099,181.53,31.49
URBANK,"$6,744.00","$7,298.00",$554.00,8.21%,Urbank ,54,54,1600000US2766388,2766388,$135.15,$10.26,6744,7298,554,.0821,135.15,10.26
UTICA,"$30,803.00","$37,986.00","$7,183.00",23.32%,Utica ,291,291,1600000US2766424,2766424,$130.54,$24.68,30803,37986,7183,.2332,130.54,24.68
VADNAIS HEIGHTS,$0.00,"$24,636.00","$24,636.00",0.00%,Vadnais Heights ,12302,"12,302",1600000US2766460,2766460,$2.00,$2.00,0,24636,24636,.0000,2.00,2.00
VERGAS,"$30,206.00","$33,072.00","$2,866.00",9.49%,Vergas ,331,331,1600000US2766766,2766766,$99.92,$8.66,30206,33072,2866,.0949,99.92,8.66
VERMILLION,"$5,649.00","$15,186.00","$9,537.00",168.83%,Vermillion ,419,419,1600000US2766802,2766802,$36.24,$22.76,5649,15186,9537,1.6883,36.24,22.76
VERNDALE,"$130,357.00","$161,104.00","$30,747.00",23.59%,Verndale ,602,602,1600000US2766874,2766874,$267.61,$51.07,130357,161104,30747,.2359,267.61,51.07
VERNON CENTER,"$66,020.00","$67,233.00","$1,213.00",1.84%,Vernon Center ,332,332,1600000US2766910,2766910,$202.51,$3.65,66020,67233,1213,.0184,202.51,3.65
VESTA,"$82,326.00","$89,281.00","$6,955.00",8.45%,Vesta ,319,319,1600000US2766982,2766982,$279.88,$21.80,82326,89281,6955,.0845,279.88,21.80
VICTORIA,$0.00,$0.00,$0.00,0.00%,Victoria ,7345,"7,345",1600000US2767036,2767036,$0.00,$0.00,0,0,0,.0000,0.00,0.00
VIKING,"$18,592.00","$21,717.00","$3,125.00",16.81%,Viking ,104,104,1600000US2767090,2767090,$208.82,$30.05,18592,21717,3125,.1681,208.82,30.05
VILLARD,"$36,658.00","$41,425.00","$4,767.00",13.00%,Villard ,254,254,1600000US2767144,2767144,$163.09,$18.77,36658,41425,4767,.1300,163.09,18.77
VINING,"$9,042.00","$9,988.00",$946.00,10.46%,Vining ,78,78,1600000US2767216,2767216,$128.05,$12.13,9042,9988,946,.1046,128.05,12.13
VIRGINIA,"$4,062,905.00","$4,936,348.00","$873,443.00",21.50%,Virginia ,8712,"8,712",1600000US2767288,2767288,$566.61,$100.26,4062905,4936348,873443,.2150,566.61,100.26
WABASHA,"$584,751.00","$594,419.00","$9,668.00",1.65%,Wabasha ,2521,"2,521",1600000US2767378,2767378,$235.79,$3.83,584751,594419,9668,.0165,235.79,3.83
WABASSO,"$183,887.00","$210,319.00","$26,432.00",14.37%,Wabasso ,696,696,1600000US2767396,2767396,$302.18,$37.98,183887,210319,26432,.1437,302.18,37.98
WACONIA,$0.00,"$76,521.00","$76,521.00",0.00%,Waconia ,10697,"10,697",1600000US2767432,2767432,$7.15,$7.15,0,76521,76521,.0000,7.15,7.15
WADENA,"$1,191,075.00","$1,506,184.00","$315,109.00",26.46%,Wadena ,4088,"4,088",1600000US2767504,2767504,$368.44,$77.08,1191075,1506184,315109,.2646,368.44,77.08
WAHKON,$0.00,$0.00,$0.00,0.00%,Wahkon ,206,206,1600000US2767558,2767558,$0.00,$0.00,0,0,0,.0000,0.00,0.00
WAITE PARK,$0.00,$0.00,$0.00,0.00%,Waite Park ,6715,"6,715",1600000US2767612,2767612,$0.00,$0.00,0,0,0,.0000,0.00,0.00
WALDORF,"$41,621.00","$46,872.00","$5,251.00",12.62%,Waldorf ,229,229,1600000US2767756,2767756,$204.68,$22.93,41621,46872,5251,.1262,204.68,22.93
WALKER,"$79,001.00","$79,001.00",$0.00,0.00%,Walker ,941,941,1600000US2767792,2767792,$83.95,$0.00,79001,79001,0,.0000,83.95,0.00
WALNUT GROVE,"$225,413.00","$264,717.00","$39,304.00",17.44%,Walnut Grove ,871,871,1600000US2767846,2767846,$303.92,$45.13,225413,264717,39304,.1744,303.92,45.13
WALTERS,"$18,983.00","$20,063.00","$1,080.00",5.69%,Walters ,73,73,1600000US2767900,2767900,$274.84,$14.79,18983,20063,1080,.0569,274.84,14.79
WALTHAM,"$33,076.00","$33,295.00",$219.00,0.66%,Waltham ,151,151,1600000US2767918,2767918,$220.50,$1.45,33076,33295,219,.0066,220.50,1.45
WANAMINGO,"$182,565.00","$227,213.00","$44,648.00",24.46%,Wanamingo ,1086,"1,086",1600000US2767972,2767972,$209.22,$41.11,182565,227213,44648,.2446,209.22,41.11
WANDA,"$22,194.00","$22,781.00",$587.00,2.64%,Wanda ,84,84,1600000US2768008,2768008,$271.20,$6.99,22194,22781,587,.0264,271.20,6.99
WARBA,"$12,403.00","$13,524.00","$1,121.00",9.04%,Warba ,181,181,1600000US2768080,2768080,$74.72,$6.19,12403,13524,1121,.0904,74.72,6.19
WARREN,"$561,156.00","$603,253.00","$42,097.00",7.50%,Warren ,1563,"1,563",1600000US2768170,2768170,$385.96,$26.93,561156,603253,42097,.0750,385.96,26.93
WARROAD,"$732,836.00","$882,836.00","$150,000.00",20.47%,Warroad ,1781,"1,781",1600000US2768224,2768224,$495.70,$84.22,732836,882836,150000,.2047,495.70,84.22
WASECA,"$2,273,651.00","$2,631,156.00","$357,505.00",15.72%,Waseca ,9410,"9,410",1600000US2768296,2768296,$279.61,$37.99,2273651,2631156,357505,.1572,279.61,37.99
WATERTOWN,"$173,368.00","$299,619.00","$126,251.00",72.82%,Watertown ,4205,"4,205",1600000US2768548,2768548,$71.25,$30.02,173368,299619,126251,.7282,71.25,30.02
WATERVILLE,"$438,284.00","$472,254.00","$33,970.00",7.75%,Waterville ,1868,"1,868",1600000US2768584,2768584,$252.81,$18.19,438284,472254,33970,.0775,252.81,18.19
WATKINS,"$251,433.00","$285,957.00","$34,524.00",13.73%,Watkins ,962,962,1600000US2768620,2768620,$297.25,$35.89,251433,285957,34524,.1373,297.25,35.89
WATSON,"$59,458.00","$62,711.00","$3,253.00",5.47%,Watson ,205,205,1600000US2768656,2768656,$305.91,$15.87,59458,62711,3253,.0547,305.91,15.87
WAUBUN,"$93,242.00","$107,487.00","$14,245.00",15.28%,Waubun ,400,400,1600000US2768674,2768674,$268.72,$35.61,93242,107487,14245,.1528,268.72,35.61
WAVERLY,"$82,979.00","$143,688.00","$60,709.00",73.16%,Waverly ,1357,"1,357",1600000US2768764,2768764,$105.89,$44.74,82979,143688,60709,.7316,105.89,44.74
WAYZATA,$0.00,$0.00,$0.00,0.00%,Wayzata ,3688,"3,688",1600000US2768818,2768818,$0.00,$0.00,0,0,0,.0000,0.00,0.00
WELCOME,"$216,934.00","$217,709.00",$775.00,0.36%,Welcome ,686,686,1600000US2769070,2769070,$317.36,$1.13,216934,217709,775,.0036,317.36,1.13
WELLS,"$893,883.00","$927,217.00","$33,334.00",3.73%,Wells ,2343,"2,343",1600000US2769106,2769106,$395.74,$14.23,893883,927217,33334,.0373,395.74,14.23
WENDELL,"$34,022.00","$35,761.00","$1,739.00",5.11%,Wendell ,167,167,1600000US2769142,2769142,$214.14,$10.41,34022,35761,1739,.0511,214.14,10.41
WEST CONCORD,"$261,011.00","$283,648.00","$22,637.00",8.67%,West Concord ,782,782,1600000US2769304,2769304,$362.72,$28.95,261011,283648,22637,.0867,362.72,28.95
WEST ST PAUL,"$773,763.00","$1,153,343.00","$379,580.00",49.06%,West St. Paul ,19540,"19,540",1600000US2769700,2769700,$59.02,$19.43,773763,1153343,379580,.4906,59.02,19.43
WEST UNION,"$6,713.00","$11,834.00","$5,121.00",76.28%,West Union ,111,111,1600000US2769736,2769736,$106.61,$46.14,6713,11834,5121,.7628,106.61,46.14
WESTBROOK,"$230,048.00","$259,732.00","$29,684.00",12.90%,Westbrook ,739,739,1600000US2769250,2769250,$351.46,$40.17,230048,259732,29684,.1290,351.46,40.17
WESTPORT,"$5,951.00","$7,368.00","$1,417.00",23.81%,Westport ,57,57,1600000US2769628,2769628,$129.26,$24.86,5951,7368,1417,.2381,129.26,24.86
WHALAN,"$8,001.00","$8,001.00",$0.00,0.00%,Whalan ,63,63,1600000US2769808,2769808,$127.00,$0.00,8001,8001,0,.0000,127.00,0.00
WHEATON,"$562,909.00","$581,819.00","$18,910.00",3.36%,Wheaton ,1424,"1,424",1600000US2769844,2769844,$408.58,$13.28,562909,581819,18910,.0336,408.58,13.28
WHITE BEAR LAKE,"$1,532,448.00","$1,532,448.00",$0.00,0.00%,White Bear Lake ,23797,"23,797",1600000US2769970,2769970,$64.40,$0.00,1532448,1532448,0,.0000,64.40,0.00
WILDER,"$16,106.00","$16,106.00",$0.00,0.00%,Wilder ,60,60,1600000US2770258,2770258,$268.43,$0.00,16106,16106,0,.0000,268.43,0.00
WILLERNIE,"$75,922.00","$78,239.00","$2,317.00",3.05%,Willernie ,507,507,1600000US2770366,2770366,$154.32,$4.57,75922,78239,2317,.0305,154.32,4.57
WILLIAMS,"$41,672.00","$43,738.00","$2,066.00",4.96%,Williams ,191,191,1600000US2770402,2770402,$228.99,$10.82,41672,43738,2066,.0496,228.99,10.82
WILLMAR,"$4,052,790.00","$4,439,722.00","$386,932.00",9.55%,Willmar ,19610,"19,610",1600000US2770420,2770420,$226.40,$19.73,4052790,4439722,386932,.0955,226.40,19.73
WILLOW RIVER,"$45,572.00","$58,703.00","$13,131.00",28.81%,Willow River ,415,415,1600000US2770492,2770492,$141.45,$31.64,45572,58703,13131,.2881,141.45,31.64
WILMONT,"$86,327.00","$92,678.00","$6,351.00",7.36%,Wilmont ,339,339,1600000US2770582,2770582,$273.39,$18.73,86327,92678,6351,.0736,273.39,18.73
WILTON,"$7,670.00","$14,127.00","$6,457.00",84.19%,Wilton ,204,204,1600000US2770708,2770708,$69.25,$31.65,7670,14127,6457,.8419,69.25,31.65
WINDOM,"$1,202,917.00","$1,418,008.00","$215,091.00",17.88%,Windom ,4646,"4,646",1600000US2770798,2770798,$305.21,$46.30,1202917,1418008,215091,.1788,305.21,46.30
WINGER,"$33,075.00","$40,385.00","$7,310.00",22.10%,Winger ,220,220,1600000US2770870,2770870,$183.57,$33.23,33075,40385,7310,.2210,183.57,33.23
WINNEBAGO,"$503,310.00","$524,077.00","$20,767.00",4.13%,Winnebago ,1437,"1,437",1600000US2770924,2770924,$364.70,$14.45,503310,524077,20767,.0413,364.70,14.45
WINONA,"$9,162,003.00","$9,699,982.00","$537,979.00",5.87%,Winona ,27592,"27,592",1600000US2771032,2771032,$351.55,$19.50,9162003,9699982,537979,.0587,351.55,19.50
WINSTED,"$547,848.00","$628,521.00","$80,673.00",14.73%,Winsted ,2355,"2,355",1600000US2771086,2771086,$266.89,$34.26,547848,628521,80673,.1473,266.89,34.26
WINTHROP,"$393,587.00","$413,498.00","$19,911.00",5.06%,Winthrop ,1399,"1,399",1600000US2771122,2771122,$295.57,$14.23,393587,413498,19911,.0506,295.57,14.23
WINTON,"$24,869.00","$27,875.00","$3,006.00",12.09%,Winton ,172,172,1600000US2771140,2771140,$162.06,$17.48,24869,27875,3006,.1209,162.06,17.48
WOLF LAKE,"$8,042.00","$9,654.00","$1,612.00",20.04%,Wolf Lake ,57,57,1600000US2771338,2771338,$169.37,$28.28,8042,9654,1612,.2004,169.37,28.28
WOLVERTON,"$24,318.00","$27,029.00","$2,711.00",11.15%,Wolverton ,142,142,1600000US2771392,2771392,$190.35,$19.09,24318,27029,2711,.1115,190.35,19.09
WOOD LAKE,"$108,208.00","$119,766.00","$11,558.00",10.68%,Wood Lake ,439,439,1600000US2771446,2771446,$272.82,$26.33,108208,119766,11558,.1068,272.82,26.33
WOODBURY,$0.00,$0.00,$0.00,0.00%,Woodbury ,61961,"61,961",1600000US2771428,2771428,$0.00,$0.00,0,0,0,.0000,0.00,0.00
WOODLAND,$0.00,$0.00,$0.00,0.00%,Woodland ,437,437,1600000US2771500,2771500,$0.00,$0.00,0,0,0,.0000,0.00,0.00
WOODSTOCK,"$32,442.00","$32,906.00",$464.00,1.43%,Woodstock ,124,124,1600000US2771680,2771680,$265.37,$3.74,32442,32906,464,.0143,265.37,3.74
WORTHINGTON,"$2,705,107.00","$3,109,584.00","$404,477.00",14.95%,Worthington ,12764,"12,764",1600000US2771734,2771734,$243.62,$31.69,2705107,3109584,404477,.1495,243.62,31.69
WRENSHALL,"$42,399.00","$49,695.00","$7,296.00",17.21%,Wrenshall ,399,399,1600000US2771788,2771788,$124.55,$18.29,42399,49695,7296,.1721,124.55,18.29
WRIGHT,"$7,938.00","$11,153.00","$3,215.00",40.50%,Wright ,127,127,1600000US2771824,2771824,$87.82,$25.31,7938,11153,3215,.4050,87.82,25.31
WYKOFF,"$118,215.00","$126,862.00","$8,647.00",7.31%,Wykoff ,444,444,1600000US2771950,2771950,$285.73,$19.48,118215,126862,8647,.0731,285.73,19.48
WYOMING,$0.00,"$170,792.00","$170,792.00",0.00%,Wyoming ,7791,"7,791",1600000US2772022,2772022,$21.92,$21.92,0,170792,170792,.0000,21.92,21.92
ZEMPLE,$742.00,"$3,552.00","$2,810.00",378.71%,Zemple ,93,93,1600000US2772184,2772184,$38.19,$30.22,742,3552,2810,3.7871,38.19,30.22
ZIMMERMAN,"$235,842.00","$445,581.00","$209,739.00",88.93%,Zimmerman ,5228,"5,228",1600000US2772238,2772238,$85.23,$40.12,235842,445581,209739,.8893,85.23,40.12
ZUMBRO FALLS,"$34,610.00","$35,688.00","$1,078.00",3.11%,Zumbro Falls ,207,207,1600000US2772310,2772310,$172.41,$5.21,34610,35688,1078,.0311,172.41,5.21
ZUMBROTA,"$426,975.00","$552,674.00","$125,699.00",29.44%,Zumbrota ,3252,"3,252",1600000US2772328,2772328,$169.95,$38.65,426975,552674,125699,.2944,169.95,38.65
